prompt,draft_model,latency,tar
0,6700,10.505540370941162,0.4375
1,6700,9.828249216079712,0.40625
2,6700,7.3437700271606445,0.5833333333333334
3,6700,8.56207823753357,0.4642857142857143
4,6700,8.631518840789795,0.4642857142857143
5,6700,13.608067274093628,0.20454545454545456
6,6700,10.04141640663147,0.375
7,6700,7.359733581542969,0.6666666666666666
8,6700,6.172903060913086,0.9
9,6700,7.226723909378052,0.5833333333333334
10,6700,8.693094491958618,0.5357142857142857
11,6700,7.368272542953491,0.625
12,6700,9.934703350067139,0.375
13,6700,10.037822961807251,0.5
14,6700,7.538843631744385,0.6666666666666666
15,6700,6.208000659942627,0.75
16,6700,8.669575452804565,0.5
17,6700,9.976569890975952,0.46875
18,6700,8.732936143875122,0.5
19,6700,7.080153465270996,0.6666666666666666
20,6700,9.873790979385376,0.4375
21,6700,8.682435512542725,0.5
22,6700,11.39978814125061,0.3055555555555556
23,6700,9.97233271598816,0.4375
24,6700,7.575427055358887,0.7083333333333334
25,6700,8.825724840164185,0.5357142857142857
26,6700,11.160700798034668,0.4166666666666667
27,6700,8.798035621643066,0.5714285714285714
28,6700,10.161386966705322,0.375
29,6700,7.508881330490112,0.6666666666666666
30,6700,11.320691585540771,0.3055555555555556
31,6700,16.57715082168579,0.17307692307692307
32,6700,7.615020751953125,0.5833333333333334
33,6700,7.714719295501709,0.75
34,6700,7.628922700881958,0.5833333333333334
35,6700,11.444606065750122,0.3055555555555556
36,6700,10.147292613983154,0.4375
37,6700,8.884946823120117,0.5357142857142857
38,6700,8.830574989318848,0.6071428571428571
39,6700,11.444059371948242,0.3055555555555556
40,6700,7.4835615158081055,0.5833333333333334
41,6700,12.672150373458862,0.25
42,6700,7.6130921840667725,0.5833333333333334
43,6700,10.062495470046997,0.40625
44,6700,12.619818210601807,0.325
45,6700,6.243679761886597,0.9
46,6700,13.859956741333008,0.22727272727272727
47,6700,6.35177755355835,0.8
48,6700,12.592752933502197,0.275
49,6700,8.749657154083252,0.5714285714285714
50,6700,9.944904565811157,0.40625
51,6700,8.627949953079224,0.5
52,6700,8.803321599960327,0.5714285714285714
53,6700,8.666031122207642,0.5714285714285714
54,6700,8.82574725151062,0.5
55,6700,9.962660789489746,0.46875
56,6700,8.870242357254028,0.5714285714285714
57,6700,8.835016965866089,0.4642857142857143
58,6700,4.97599720954895,1.0
59,6700,6.252310037612915,0.85
60,6700,6.348938465118408,0.9
61,6700,11.401909112930298,0.4166666666666667
62,6700,10.100390672683716,0.4375
63,6700,7.597409725189209,0.75
64,6700,8.832073211669922,0.5
65,6700,8.887282133102417,0.5
66,6700,7.582464933395386,0.6666666666666666
67,6700,11.298208951950073,0.3888888888888889
68,6700,10.748024225234985,0.3888888888888889
69,6700,7.525207042694092,0.7083333333333334
70,6700,10.091696739196777,0.5
72,6700,7.546420574188232,0.6666666666666666
73,6700,5.002505540847778,1.0
74,6700,7.522774934768677,0.625
75,6700,8.832256078720093,0.5714285714285714
76,6700,11.342849016189575,0.3611111111111111
77,6700,15.499248504638672,0.25
78,6700,9.979506969451904,0.375
79,6700,6.16146993637085,0.8
80,6700,5.057020664215088,1.0
81,6700,13.766320705413818,0.2727272727272727
82,6700,7.460113763809204,0.6666666666666666
83,6700,8.792354106903076,0.5357142857142857
84,6700,8.872871160507202,0.6071428571428571
85,6700,8.898104906082153,0.6071428571428571
86,6700,9.334910154342651,0.40625
87,6700,8.731670618057251,0.5714285714285714
88,6700,8.735199451446533,0.5
89,6700,7.346842527389526,0.625
90,6700,6.4114415645599365,0.95
91,6700,7.052091121673584,0.6666666666666666
92,6700,6.335974216461182,0.8
93,6700,7.44128155708313,0.5833333333333334
94,6700,7.447864294052124,0.7083333333333334
95,6700,7.539805173873901,0.75
96,6700,7.5031561851501465,0.625
97,6700,9.603661298751831,0.46875
98,6700,9.008385181427002,0.4642857142857143
99,6700,11.117594003677368,0.3888888888888889
0,2700,5.727169513702393,0.7083333333333334
1,2700,7.561455488204956,0.4375
2,2700,8.423319578170776,0.3055555555555556
3,2700,6.614456415176392,0.5
4,2700,8.59966492652893,0.3055555555555556
5,2700,6.704941749572754,0.6071428571428571
6,2700,6.73540735244751,0.4642857142857143
7,2700,3.7628214359283447,1.0
8,2700,5.682537794113159,0.75
9,2700,5.531622648239136,0.7083333333333334
10,2700,6.614440202713013,0.5357142857142857
11,2700,8.40989089012146,0.3055555555555556
12,2700,6.610382795333862,0.4642857142857143
13,2700,5.701833963394165,0.625
14,2700,4.782609701156616,0.95
15,2700,6.613190174102783,0.5
16,2700,6.594632625579834,0.5
17,2700,8.410180568695068,0.3611111111111111
18,2700,6.601115942001343,0.5
19,2700,6.248349189758301,0.5357142857142857
20,2700,5.653306722640991,0.625
21,2700,6.565354347229004,0.4642857142857143
22,2700,7.6204259395599365,0.375
23,2700,5.673611640930176,0.7083333333333334
24,2700,4.769510507583618,0.85
25,2700,4.764702081680298,0.8
26,2700,7.522076606750488,0.46875
27,2700,7.58264946937561,0.375
28,2700,5.738250494003296,0.5833333333333334
29,2700,4.715611934661865,0.8
30,2700,7.634178400039673,0.375
31,2700,8.635754823684692,0.3888888888888889
32,2700,5.754868030548096,0.75
33,2700,5.784594535827637,0.7083333333333334
34,2700,7.678995132446289,0.375
35,2700,8.65217900276184,0.3055555555555556
36,2700,6.681643486022949,0.4642857142857143
37,2700,6.70636248588562,0.5
38,2700,5.6875481605529785,0.7083333333333334
39,2700,6.738592147827148,0.6071428571428571
40,2700,5.661831378936768,0.625
41,2700,8.57248830795288,0.3333333333333333
42,2700,7.660318613052368,0.375
43,2700,7.5209691524505615,0.40625
44,2700,5.6765758991241455,0.625
45,2700,6.567048788070679,0.5714285714285714
46,2700,9.479873180389404,0.275
47,2700,5.762330532073975,0.6666666666666666
48,2700,10.437825441360474,0.22727272727272727
49,2700,6.612919807434082,0.5
50,2700,4.665282249450684,0.75
51,2700,6.5160205364227295,0.4642857142857143
52,2700,5.6930930614471436,0.75
53,2700,6.537756681442261,0.6071428571428571
54,2700,4.783278942108154,0.75
55,2700,8.520751237869263,0.3888888888888889
56,2700,4.765994310379028,0.8
57,2700,6.716991424560547,0.5
58,2700,8.430020809173584,0.3611111111111111
59,2700,5.658192873001099,0.5833333333333334
60,2700,8.590455532073975,0.3611111111111111
61,2700,6.687841892242432,0.4642857142857143
62,2700,5.661913156509399,0.6666666666666666
63,2700,6.679672479629517,0.4642857142857143
64,2700,7.66494345664978,0.4375
65,2700,3.8162219524383545,1.0
66,2700,6.67855978012085,0.6071428571428571
67,2700,9.473296880722046,0.35
68,2700,9.07107424736023,0.25
69,2700,7.519315958023071,0.375
70,2700,6.629460096359253,0.6071428571428571
72,2700,7.5856828689575195,0.5
73,2700,5.670200824737549,0.6666666666666666
74,2700,7.534103155136108,0.4375
75,2700,5.6900246143341064,0.5833333333333334
76,2700,9.533960580825806,0.25
77,2700,7.796065807342529,0.375
78,2700,6.61905574798584,0.4642857142857143
79,2700,9.198018312454224,0.25
80,2700,4.7826457023620605,0.8
81,2700,6.587707042694092,0.5714285714285714
82,2700,5.671365976333618,0.625
83,2700,6.618437767028809,0.5714285714285714
84,2700,10.525887250900269,0.22727272727272727
85,2700,7.653023719787598,0.46875
86,2700,8.885667324066162,0.35
87,2700,9.496059894561768,0.325
88,2700,7.574383735656738,0.40625
89,2700,9.204859495162964,0.325
90,2700,7.7149622440338135,0.375
91,2700,9.82616400718689,0.20454545454545456
92,2700,6.680812835693359,0.5714285714285714
93,2700,8.45579481124878,0.3055555555555556
94,2700,6.585336208343506,0.6071428571428571
95,2700,7.577198028564453,0.4375
96,2700,6.640846014022827,0.4642857142857143
97,2700,6.322868585586548,0.4642857142857143
98,2700,8.72032356262207,0.3888888888888889
99,2700,6.506633758544922,0.5357142857142857
0,1300,4.481510400772095,0.95
1,1300,8.818466901779175,0.25
2,1300,8.77615737915039,0.25
3,1300,7.083502769470215,0.40625
4,1300,7.144389390945435,0.375
5,1300,4.481189727783203,0.85
6,1300,5.404349327087402,0.5833333333333334
7,1300,7.0967793464660645,0.375
8,1300,7.091031551361084,0.375
9,1300,4.301502704620361,0.85
10,1300,5.268095254898071,0.7083333333333334
11,1300,5.276711940765381,0.625
12,1300,4.416851282119751,0.8
13,1300,8.062642812728882,0.3333333333333333
14,1300,6.23350977897644,0.5
15,1300,5.3304150104522705,0.5833333333333334
16,1300,9.743824243545532,0.2727272727272727
17,1300,5.305117845535278,0.6666666666666666
18,1300,5.2169811725616455,0.6666666666666666
19,1300,5.871716022491455,0.4642857142857143
20,1300,3.5179250240325928,1.0
21,1300,4.421712636947632,0.9
22,1300,4.467327833175659,0.8
23,1300,7.981408596038818,0.3611111111111111
24,1300,8.034415245056152,0.4166666666666667
25,1300,8.06485652923584,0.3611111111111111
26,1300,6.105056524276733,0.5
27,1300,6.214099645614624,0.5714285714285714
28,1300,9.853497982025146,0.22727272727272727
29,1300,6.160606622695923,0.5
30,1300,7.1825852394104,0.375
31,1300,7.223953485488892,0.375
32,1300,7.182361125946045,0.4375
33,1300,4.520549535751343,0.8
34,1300,9.024939060211182,0.325
